,fold
Sec136X1794Y3128_row_img.tif,3
Sec249X5329Y3356_row_img.tif,0
Sec128X2061Y2406_row_img.tif,1
Sec129X8797Y4378_row_img.tif,2
Sec36X4597Y1057_row_img.tif,3
Sec151X3548Y5930_row_img.tif,0
Sec134X4601Y4500_row_img.tif,1
Sec124X4842Y331_row_img.tif,2
Sec190X4940Y1124_row_img.tif,3
Sec91X2385Y2339_row_img.tif,0
Sec128X2792Y2900_row_img.tif,1
Sec64X4821Y496_row_img.tif,2
Sec153X4576Y4765_row_img.tif,3
Sec129X2554Y2179_row_img.tif,0
Sec132X2935Y2872_row_img.tif,1
Sec144X8312Y398_row_img.tif,2
Sec135X2044Y3433_row_img.tif,3
Sec135X1696Y3088_row_img.tif,0
Sec180X4332Y6254_row_img.tif,1
Sec184X8206Y1856_row_img.tif,2
Sec126X2615Y3452_row_img.tif,3
Sec244X8860Y6860_row_img.tif,0
Sec134X817Y3633_row_img.tif,1
Sec134X2546Y2701_row_img.tif,2
Sec155X4771Y3851_row_img.tif,3
Sec126X2583Y5187_row_img.tif,0
Sec102X8764Y3754_row_img.tif,1
Sec122X2605Y3593_row_img.tif,2
Sec264X3054Y7727_row_img.tif,3
Sec163X3621Y6339_row_img.tif,0
Sec152X1524Y2420_row_img.tif,1
Sec130X3680Y4695_row_img.tif,2
Sec130X997Y4638_row_img.tif,3
Sec145X3438Y64_row_img.tif,0
Sec61X9685Y2082_row_img.tif,1
Sec167X4063Y6275_row_img.tif,2
Sec96X5190Y4771_row_img.tif,3
Sec168X3928Y6371_row_img.tif,0
Sec67X8103Y3581_row_img.tif,1
Sec122X2039Y3876_row_img.tif,2
Sec202X9272Y2664_row_img.tif,3
Sec85X7941Y6268_row_img.tif,0
Sec182X4758Y3101_row_img.tif,1
Sec69X5750Y627_row_img.tif,2
Sec135X3719Y4279_row_img.tif,3
Sec127X2245Y3002_row_img.tif,0
Sec144X2824Y2422_row_img.tif,1
Sec253X8821Y5957_row_img.tif,2
Sec251X3137Y3337_row_img.tif,3
Sec121X10506Y3767_row_img.tif,0
Sec245X8251Y2657_row_img.tif,1
Sec143X3994Y4049_row_img.tif,2
Sec175X9903Y1688_row_img.tif,3
Sec211X1788Y1611_row_img.tif,0
Sec111X2448Y696_row_img.tif,1
Sec1X10825Y4105_row_img.tif,2
Sec190X6481Y7766_row_img.tif,3
Sec42X7664Y7399_row_img.tif,0
Sec75X10773Y2644_row_img.tif,1
Sec92X2952Y3285_row_img.tif,2
Sec251X4619Y1672_row_img.tif,3
Sec127X2577Y3063_row_img.tif,0
Sec60X10603Y4093_row_img.tif,1
Sec139X1346Y3898_row_img.tif,2
Sec148X5531Y3355_row_img.tif,3
Sec136X3262Y5771_row_img.tif,0
Sec84X8168Y3621_row_img.tif,1
Sec80X3222Y3843_row_img.tif,2
Sec141X2935Y5112_row_img.tif,3
Sec143X3853Y4423_row_img.tif,0
Sec128X3871Y4616_row_img.tif,1
Sec149X3785Y3888_row_img.tif,2
Sec239X6618Y2301_row_img.tif,3
Sec26X7592Y5863_row_img.tif,0
Sec135X1119Y3677_row_img.tif,1
Sec150X4377Y4068_row_img.tif,2
Sec134X2508Y2978_row_img.tif,3
Sec66X928Y4392_row_img.tif,0
Sec134X3863Y4542_row_img.tif,1
Sec138X1864Y3396_row_img.tif,2
Sec118X2293Y3095_row_img.tif,3
Sec129X1994Y3366_row_img.tif,0
Sec2X9681Y4778_row_img.tif,1
Sec195X6452Y3177_row_img.tif,2
Sec149X4276Y4427_row_img.tif,3
Sec203X1738Y400_row_img.tif,0
Sec127X2303Y3365_row_img.tif,1
Sec128X3268Y2995_row_img.tif,2
Sec89X10474Y7886_row_img.tif,3
Sec231X8045Y6509_row_img.tif,0
Sec143X838Y3491_row_img.tif,1
Sec82X5719Y1595_row_img.tif,2
Sec175X4666Y6819_row_img.tif,3
Sec201X9108Y2081_row_img.tif,0
Sec129X2229Y3173_row_img.tif,1
Sec178X4821Y6124_row_img.tif,2
Sec132X4078Y4577_row_img.tif,3
Sec120X7594Y3499_row_img.tif,0
Sec126X2940Y3978_row_img.tif,1
Sec21X10654Y3185_row_img.tif,2
Sec132X1862Y3812_row_img.tif,3
Sec167X3411Y5478_row_img.tif,0
Sec160X4050Y5987_row_img.tif,1
Sec136X1766Y3465_row_img.tif,2
Sec211X3407Y1615_row_img.tif,3
Sec129X3424Y4355_row_img.tif,0
Sec38X10673Y5954_row_img.tif,1
Sec79X10520Y181_row_img.tif,2
Sec187X9507Y1773_row_img.tif,3
Sec268X7131Y5695_row_img.tif,0
Sec5X8464Y1808_row_img.tif,1
Sec129X2569Y3281_row_img.tif,2
Sec52X10462Y6507_row_img.tif,3
Sec146X3865Y4454_row_img.tif,0
Sec135X2326Y2867_row_img.tif,1
Sec189X975Y6226_row_img.tif,2
Sec127X2751Y2848_row_img.tif,3
Sec137X2863Y4600_row_img.tif,0
Sec144X3676Y4465_row_img.tif,1
Sec47X6130Y3746_row_img.tif,2
Sec132X199Y991_row_img.tif,3
Sec144X1462Y3296_row_img.tif,0
Sec134X788Y3973_row_img.tif,1
Sec250X2767Y929_row_img.tif,2
Sec237X5686Y187_row_img.tif,3
Sec172X25Y5976_row_img.tif,0
Sec123X3192Y4286_row_img.tif,1
Sec155X1204Y3086_row_img.tif,2
Sec8X9112Y4266_row_img.tif,3
Sec208X3591Y7109_row_img.tif,0
Sec150X2030Y3078_row_img.tif,1
Sec224X2707Y1380_row_img.tif,2
Sec58X9001Y5096_row_img.tif,3
Sec134X1941Y2227_row_img.tif,0
Sec52X2637Y1726_row_img.tif,1
Sec138X4353Y4662_row_img.tif,2
Sec46X4638Y6940_row_img.tif,3
Sec130X2306Y3122_row_img.tif,0
Sec155X4029Y5679_row_img.tif,1
Sec164X4927Y397_row_img.tif,2
Sec83X10611Y7643_row_img.tif,3
Sec42X4394Y7385_row_img.tif,0
Sec263X7428Y7951_row_img.tif,1
Sec165X4683Y3272_row_img.tif,2
Sec85X8278Y6078_row_img.tif,3
Sec160X3631Y5904_row_img.tif,0
Sec127X2565Y3122_row_img.tif,1
Sec169X4248Y6011_row_img.tif,2
Sec130X1510Y3462_row_img.tif,3
Sec195X6958Y4244_row_img.tif,0
Sec180X1467Y6987_row_img.tif,1
Sec129X2425Y3358_row_img.tif,2
Sec130X2057Y3681_row_img.tif,3
Sec126X3657Y4495_row_img.tif,0
Sec149X4397Y4605_row_img.tif,1
Sec170X1187Y6494_row_img.tif,2
Sec124X4656Y6016_row_img.tif,3
Sec112X9625Y2570_row_img.tif,0
Sec150X3315Y4129_row_img.tif,1
Sec132X3831Y4722_row_img.tif,2
Sec65X9567Y6262_row_img.tif,3
Sec263X9555Y2824_row_img.tif,0
Sec128X2837Y1987_row_img.tif,1
Sec161X5856Y5602_row_img.tif,2
Sec222X6712Y2672_row_img.tif,3
Sec121X3149Y4318_row_img.tif,0
Sec236X9001Y1827_row_img.tif,1
Sec136X3722Y4905_row_img.tif,2
Sec126X2117Y4031_row_img.tif,3
Sec160X3311Y5366_row_img.tif,0
Sec0X3684Y3032_row_img.tif,1
Sec1X10665Y7413_row_img.tif,2
Sec144X2266Y2948_row_img.tif,3
Sec129X2472Y4063_row_img.tif,0
Sec212X226Y2415_row_img.tif,1
Sec189X5108Y7158_row_img.tif,2
Sec181X4872Y3078_row_img.tif,3
Sec138X2405Y2882_row_img.tif,0
Sec156X1430Y2943_row_img.tif,1
Sec162X4659Y3526_row_img.tif,2
Sec152X5653Y2658_row_img.tif,3
Sec182X4666Y6521_row_img.tif,0
Sec173X1075Y7673_row_img.tif,1
Sec138X2424Y3342_row_img.tif,2
Sec141X3570Y5930_row_img.tif,3
Sec106X2282Y4867_row_img.tif,0
Sec123X2579Y2631_row_img.tif,1
Sec127X5442Y6007_row_img.tif,2
Sec25X7795Y7603_row_img.tif,3
Sec134X2024Y4688_row_img.tif,0
Sec30X7425Y4680_row_img.tif,1
Sec114X699Y4176_row_img.tif,2
Sec223X5524Y1427_row_img.tif,3
Sec136X2014Y3294_row_img.tif,0
Sec114X4489Y4342_row_img.tif,1
Sec137X2113Y4456_row_img.tif,2
Sec143X3235Y4453_row_img.tif,3
Sec133X2620Y2788_row_img.tif,0
Sec132X2690Y2941_row_img.tif,1
Sec247X6782Y2239_row_img.tif,2
Sec57X4447Y7509_row_img.tif,3
Sec59X5938Y4738_row_img.tif,0
Sec25X5419Y5030_row_img.tif,1
Sec127X2992Y4689_row_img.tif,2
Sec145X3979Y4429_row_img.tif,3
Sec135X3543Y4165_row_img.tif,0
Sec122X1785Y4611_row_img.tif,1
Sec126X3227Y2633_row_img.tif,2
Sec37X6798Y3269_row_img.tif,3
Sec128X3775Y7313_row_img.tif,0
Sec148X3733Y5282_row_img.tif,1
Sec182X9240Y6833_row_img.tif,2
Sec130X2750Y2871_row_img.tif,3
Sec136X1619Y4156_row_img.tif,0
Sec229X1961Y1953_row_img.tif,1
Sec250X8853Y6543_row_img.tif,2
Sec251X1849Y1170_row_img.tif,3
Sec44X7157Y6819_row_img.tif,0
Sec126X1672Y3655_row_img.tif,1
Sec128X2717Y2942_row_img.tif,2
Sec142X3174Y5169_row_img.tif,3
Sec135X3385Y5425_row_img.tif,0
Sec139X4063Y4538_row_img.tif,1
Sec128X2831Y4918_row_img.tif,2
Sec137X6133Y1732_row_img.tif,3
Sec174X254Y594_row_img.tif,0
Sec167X7850Y3540_row_img.tif,1
Sec46X545Y5155_row_img.tif,2
Sec239X7350Y1608_row_img.tif,3
Sec128X2711Y3159_row_img.tif,0
Sec125X2426Y3127_row_img.tif,1
Sec102X1294Y2067_row_img.tif,2
Sec146X540Y1191_row_img.tif,3
Sec152X2592Y2637_row_img.tif,0
Sec122X2699Y2788_row_img.tif,1
Sec124X2058Y4107_row_img.tif,2
Sec130X1660Y2899_row_img.tif,3
Sec227X2628Y4286_row_img.tif,0
Sec143X2382Y2785_row_img.tif,1
Sec129X2142Y3403_row_img.tif,2
Sec158X3176Y5610_row_img.tif,3
Sec133X2086Y2529_row_img.tif,0
Sec133X2463Y2532_row_img.tif,1
Sec139X2505Y4249_row_img.tif,2
Sec260X6111Y1751_row_img.tif,3
Sec126X2908Y3653_row_img.tif,0
Sec127X3763Y4443_row_img.tif,1
Sec130X2310Y1995_row_img.tif,2
Sec142X4320Y4454_row_img.tif,3
Sec92X7561Y7818_row_img.tif,0
Sec67X7225Y2586_row_img.tif,1
Sec165X4443Y3816_row_img.tif,2
Sec135X10686Y5669_row_img.tif,3
Sec130X2765Y4134_row_img.tif,0
Sec141X2415Y2256_row_img.tif,1
Sec146X2973Y5669_row_img.tif,2
Sec146X4636Y4999_row_img.tif,3
Sec143X3563Y5402_row_img.tif,0
Sec130X2674Y5976_row_img.tif,1
Sec84X10322Y3028_row_img.tif,2
Sec129X2186Y3345_row_img.tif,3
Sec133X2505Y5138_row_img.tif,0
Sec32X872Y893_row_img.tif,1
Sec119X1293Y3272_row_img.tif,2
Sec35X6050Y7638_row_img.tif,3
Sec51X1032Y6644_row_img.tif,0
Sec242X4511Y5641_row_img.tif,1
Sec59X8706Y851_row_img.tif,2
Sec99X2983Y3219_row_img.tif,3
Sec103X706Y7196_row_img.tif,0
Sec54X5410Y6380_row_img.tif,1
Sec134X2210Y897_row_img.tif,2
Sec178X6092Y1835_row_img.tif,3
Sec192X52Y1111_row_img.tif,0
Sec118X2551Y4673_row_img.tif,1
Sec128X1925Y3342_row_img.tif,2
Sec225X1148Y7011_row_img.tif,3
Sec137X811Y3410_row_img.tif,0
Sec214X4595Y6046_row_img.tif,1
Sec4X3892Y5644_row_img.tif,2
Sec134X2365Y4461_row_img.tif,3
Sec31X765Y5612_row_img.tif,0
Sec129X3144Y2574_row_img.tif,1
Sec248X7453Y1836_row_img.tif,2
Sec183X4855Y6493_row_img.tif,3
Sec213X9919Y545_row_img.tif,0
Sec162X3621Y6257_row_img.tif,1
Sec268X4510Y4453_row_img.tif,2
Sec200X5321Y4963_row_img.tif,3
Sec178X4256Y5875_row_img.tif,0
Sec180X5002Y6746_row_img.tif,1
Sec153X4054Y4352_row_img.tif,2
Sec138X2267Y3990_row_img.tif,3
Sec138X2439Y3691_row_img.tif,0
Sec238X3076Y7490_row_img.tif,1
Sec2X9555Y1901_row_img.tif,2
Sec269X6715Y2517_row_img.tif,3
Sec96X7145Y6364_row_img.tif,0
Sec136X2069Y3179_row_img.tif,1
Sec249X3275Y443_row_img.tif,2
Sec202X10483Y4163_row_img.tif,3
Sec104X2256Y4432_row_img.tif,0
Sec185X8535Y1829_row_img.tif,1
Sec142X2997Y2363_row_img.tif,2
Sec161X3777Y5658_row_img.tif,3
Sec119X5343Y5310_row_img.tif,0
Sec149X4348Y4834_row_img.tif,1
Sec158X29Y3293_row_img.tif,2
Sec129X2058Y2513_row_img.tif,3
Sec205X9972Y6651_row_img.tif,0
Sec230X7231Y4677_row_img.tif,1
Sec3X203Y216_row_img.tif,2
Sec251X950Y6091_row_img.tif,3
Sec135X2838Y2630_row_img.tif,0
Sec129X2096Y3768_row_img.tif,1
Sec133X3068Y5398_row_img.tif,2
Sec129X4230Y4191_row_img.tif,3
Sec205X4760Y7176_row_img.tif,0
Sec128X1442Y3058_row_img.tif,1
Sec129X2585Y4850_row_img.tif,2
Sec201X4262Y5393_row_img.tif,3
Sec118X2443Y2848_row_img.tif,0
Sec59X5280Y4725_row_img.tif,1
Sec164X7702Y1145_row_img.tif,2
Sec130X2101Y3446_row_img.tif,3
Sec162X193Y896_row_img.tif,0
Sec180X3662Y6573_row_img.tif,1
Sec129X2537Y3334_row_img.tif,2
Sec143X4275Y4829_row_img.tif,3
Sec269X4427Y6877_row_img.tif,0
Sec130X3649Y4894_row_img.tif,1
Sec124X2398Y3203_row_img.tif,2
Sec68X9856Y7660_row_img.tif,3
Sec129X2123Y3304_row_img.tif,0
Sec182X8530Y4811_row_img.tif,1
Sec190X2165Y5800_row_img.tif,2
Sec56X1893Y2870_row_img.tif,3
Sec144X1663Y2967_row_img.tif,0
Sec134X2851Y3133_row_img.tif,1
Sec26X9909Y7355_row_img.tif,2
Sec135X4128Y4450_row_img.tif,3
Sec126X175Y1481_row_img.tif,0
Sec196X1877Y6328_row_img.tif,1
Sec4X5379Y278_row_img.tif,2
Sec143X1934Y3271_row_img.tif,3
Sec148X4189Y4446_row_img.tif,0
Sec140X3541Y1100_row_img.tif,1
Sec129X3383Y5445_row_img.tif,2
Sec142X3455Y4622_row_img.tif,3
Sec258X10242Y3941_row_img.tif,0
Sec153X2325Y2737_row_img.tif,1
Sec129X10816Y1907_row_img.tif,2
Sec139X2484Y3170_row_img.tif,3
Sec137X2686Y4675_row_img.tif,0
Sec165X4655Y3719_row_img.tif,1
Sec126X2229Y3445_row_img.tif,2
Sec82X8869Y7827_row_img.tif,3
Sec155X4557Y6083_row_img.tif,0
Sec114X6492Y775_row_img.tif,1
Sec163X3805Y5821_row_img.tif,2
Sec180X1728Y2691_row_img.tif,3
Sec107X2486Y4448_row_img.tif,0
Sec127X3417Y5172_row_img.tif,1
Sec106X3469Y4240_row_img.tif,2
Sec1X7542Y2252_row_img.tif,3
Sec163X4383Y4358_row_img.tif,0
Sec149X3407Y558_row_img.tif,1
Sec133X2302Y4198_row_img.tif,2
Sec123X2914Y3000_row_img.tif,3
Sec136X2195Y4331_row_img.tif,0
Sec212X94Y7072_row_img.tif,1
Sec132X3202Y3462_row_img.tif,2
Sec162X3991Y4354_row_img.tif,3
Sec159X8569Y5113_row_img.tif,0
Sec219X7979Y4618_row_img.tif,1
Sec136X1770Y3466_row_img.tif,2
Sec175X3994Y5913_row_img.tif,3
Sec106X2496Y4623_row_img.tif,0
Sec104X2230Y4516_row_img.tif,1
Sec143X2200Y3932_row_img.tif,2
Sec145X5012Y4223_row_img.tif,3
Sec228X5016Y923_row_img.tif,0
Sec145X2626Y3101_row_img.tif,1
Sec132X1657Y3513_row_img.tif,2
Sec161X3732Y5662_row_img.tif,3
Sec148X3385Y5251_row_img.tif,0
Sec143X3383Y4396_row_img.tif,1
Sec163X2988Y5101_row_img.tif,2
Sec136X2191Y2242_row_img.tif,3
Sec128X2239Y2891_row_img.tif,0
Sec134X3168Y5528_row_img.tif,1
Sec58X2395Y3761_row_img.tif,2
Sec136X1744Y3117_row_img.tif,3
Sec128X3090Y3457_row_img.tif,0
Sec139X885Y3759_row_img.tif,1
Sec130X2759Y2765_row_img.tif,2
Sec186X10472Y4557_row_img.tif,3
Sec228X7986Y2760_row_img.tif,0
Sec117X9026Y753_row_img.tif,1
Sec212X10460Y5380_row_img.tif,2
Sec5X1189Y5414_row_img.tif,3
Sec126X2217Y4724_row_img.tif,0
Sec128X1891Y3494_row_img.tif,1
Sec82X2882Y613_row_img.tif,2
Sec122X1917Y2396_row_img.tif,3
Sec128X2991Y3525_row_img.tif,0
Sec119X1875Y1195_row_img.tif,1
Sec57X6786Y6426_row_img.tif,2
Sec125X2189Y3397_row_img.tif,3
Sec38X3154Y7961_row_img.tif,0
Sec48X2632Y6954_row_img.tif,1
Sec159X3074Y4696_row_img.tif,2
Sec130X1967Y2525_row_img.tif,3
Sec127X7143Y5823_row_img.tif,0
Sec117X10041Y7433_row_img.tif,1
Sec177X4050Y5562_row_img.tif,2
Sec28X3984Y3099_row_img.tif,3
Sec196X1056Y5972_row_img.tif,0
Sec127X2423Y3324_row_img.tif,1
Sec139X2308Y4181_row_img.tif,2
Sec139X1550Y3715_row_img.tif,3
Sec141X4395Y4981_row_img.tif,0
Sec90X6812Y2511_row_img.tif,1
Sec143X3368Y5169_row_img.tif,2
Sec132X2305Y2344_row_img.tif,3
Sec152X4137Y4590_row_img.tif,0
Sec143X2993Y5390_row_img.tif,1
Sec142X3833Y4989_row_img.tif,2
Sec8X94Y2980_row_img.tif,3
Sec127X1377Y3119_row_img.tif,0
Sec134X3684Y4127_row_img.tif,1
Sec155X4059Y4461_row_img.tif,2
Sec148X3912Y3843_row_img.tif,3
Sec126X2414Y3133_row_img.tif,0
Sec221X5650Y6694_row_img.tif,1
Sec154X3180Y4401_row_img.tif,2
Sec245X9419Y4044_row_img.tif,3
Sec130X2391Y2808_row_img.tif,0
Sec17X8845Y2935_row_img.tif,1
Sec143X3560Y5344_row_img.tif,2
Sec200X7780Y5016_row_img.tif,3
Sec39X9208Y265_row_img.tif,0
Sec136X2609Y4187_row_img.tif,1
Sec118X1837Y4662_row_img.tif,2
Sec177X5423Y1457_row_img.tif,3
Sec146X4760Y4362_row_img.tif,0
Sec2X8395Y1843_row_img.tif,1
Sec74X688Y5553_row_img.tif,2
Sec5X4797Y4130_row_img.tif,3
Sec206X5896Y6254_row_img.tif,0
Sec132X1214Y3289_row_img.tif,1
Sec162X4293Y3393_row_img.tif,2
Sec139X2576Y2339_row_img.tif,3
Sec2X4035Y3483_row_img.tif,0
Sec167X3566Y5738_row_img.tif,1
Sec165X10379Y146_row_img.tif,2
Sec183X4868Y6580_row_img.tif,3
Sec258X10000Y5011_row_img.tif,0
Sec172X7028Y7829_row_img.tif,1
Sec139X1152Y3319_row_img.tif,2
Sec268X9902Y6878_row_img.tif,3
Sec254X7178Y6359_row_img.tif,0
Sec126X3103Y2936_row_img.tif,1
Sec189X5116Y7182_row_img.tif,2
Sec129X2274Y3339_row_img.tif,3
Sec154X4515Y4968_row_img.tif,0
Sec18X186Y2790_row_img.tif,1
Sec191X1174Y3305_row_img.tif,2
Sec180X4524Y3025_row_img.tif,3
Sec129X4194Y4348_row_img.tif,0
Sec33X5751Y5122_row_img.tif,1
Sec178X2339Y3880_row_img.tif,2
Sec171X3860Y669_row_img.tif,3
Sec142X2027Y2848_row_img.tif,0
Sec253X8538Y6560_row_img.tif,1
Sec221X9267Y4316_row_img.tif,2
Sec145X2466Y2754_row_img.tif,3
Sec144X2182Y3756_row_img.tif,0
Sec183X7554Y6304_row_img.tif,1
Sec145X1845Y3347_row_img.tif,2
Sec82X6309Y4362_row_img.tif,3
Sec108X10089Y3713_row_img.tif,0
Sec111X2272Y4251_row_img.tif,1
Sec95X807Y5852_row_img.tif,2
Sec127X2240Y3386_row_img.tif,3
Sec161X3323Y6014_row_img.tif,0
Sec66X9934Y6388_row_img.tif,1
Sec231X1199Y1215_row_img.tif,2
Sec180X719Y7781_row_img.tif,3
Sec142X1002Y3264_row_img.tif,0
Sec145X4013Y5005_row_img.tif,1
Sec155X1814Y2800_row_img.tif,2
Sec220X7228Y4055_row_img.tif,3
Sec132X2544Y2797_row_img.tif,0
Sec133X2738Y2960_row_img.tif,1
Sec143X3202Y5722_row_img.tif,2
Sec34X8375Y2976_row_img.tif,3
Sec47X9205Y5557_row_img.tif,0
Sec3X7172Y6303_row_img.tif,1
Sec177X4773Y7082_row_img.tif,2
Sec244X9595Y2098_row_img.tif,3
Sec124X2470Y2729_row_img.tif,0
Sec142X3891Y4867_row_img.tif,1
Sec137X2292Y3290_row_img.tif,2
Sec112X3269Y1392_row_img.tif,3
Sec143X2278Y3251_row_img.tif,0
Sec168X3521Y5647_row_img.tif,1
Sec133X2627Y3067_row_img.tif,2
Sec218X5416Y2888_row_img.tif,3
Sec148X4159Y4776_row_img.tif,0
Sec216X1624Y7288_row_img.tif,1
Sec151X3116Y4662_row_img.tif,2
Sec146X3006Y5193_row_img.tif,3
Sec151X3629Y4488_row_img.tif,0
Sec160X6937Y1703_row_img.tif,1
Sec237X5687Y4444_row_img.tif,2
Sec211X1918Y7929_row_img.tif,3
Sec129X3348Y3321_row_img.tif,0
Sec142X2729Y3218_row_img.tif,1
Sec127X2341Y4190_row_img.tif,2
Sec125X2022Y5093_row_img.tif,3
Sec226X3149Y5296_row_img.tif,0
Sec256X6631Y7348_row_img.tif,1
Sec97X5041Y1869_row_img.tif,2
Sec151X2217Y2382_row_img.tif,3
Sec208X3102Y7912_row_img.tif,0
Sec132X2535Y2677_row_img.tif,1
Sec211X6958Y3028_row_img.tif,2
Sec184X9604Y6724_row_img.tif,3
Sec133X2172Y3331_row_img.tif,0
Sec128X2612Y2854_row_img.tif,1
Sec128X2445Y3244_row_img.tif,2
Sec126X3042Y4171_row_img.tif,3
Sec86X391Y6012_row_img.tif,0
Sec122X2483Y2934_row_img.tif,1
Sec133X2294Y2923_row_img.tif,2
Sec134X2230Y4543_row_img.tif,3
Sec127X2054Y2626_row_img.tif,0
Sec127X2055Y4517_row_img.tif,1
Sec250X4590Y4227_row_img.tif,2
Sec256X6321Y7052_row_img.tif,3
Sec137X2682Y5189_row_img.tif,0
Sec147X1626Y3038_row_img.tif,1
Sec132X2612Y2849_row_img.tif,2
Sec126X2898Y2574_row_img.tif,3
Sec111X2204Y4555_row_img.tif,0
Sec21X3968Y2033_row_img.tif,1
Sec4X1915Y6513_row_img.tif,2
Sec135X1941Y3786_row_img.tif,3
Sec133X1923Y3204_row_img.tif,0
Sec102X7674Y4954_row_img.tif,1
Sec134X1967Y3724_row_img.tif,2
Sec162X4003Y4151_row_img.tif,3
Sec141X2161Y3895_row_img.tif,0
Sec143X4161Y4662_row_img.tif,1
Sec182X4260Y3053_row_img.tif,2
Sec128X3427Y2911_row_img.tif,3
Sec250X2577Y4402_row_img.tif,0
Sec182X4532Y3004_row_img.tif,1
Sec226X4342Y6684_row_img.tif,2
Sec267X4242Y4716_row_img.tif,3
Sec145X5049Y4195_row_img.tif,0
Sec214X9270Y4644_row_img.tif,1
Sec87X9137Y7917_row_img.tif,2
Sec128X2683Y2999_row_img.tif,3
Sec129X2738Y2756_row_img.tif,0
Sec128X1846Y2550_row_img.tif,1
Sec173X4486Y3190_row_img.tif,2
Sec87X334Y5095_row_img.tif,3
Sec177X4071Y5552_row_img.tif,0
Sec9X200Y5372_row_img.tif,1
Sec136X1152Y7563_row_img.tif,2
Sec153X2161Y2851_row_img.tif,3
Sec149X3407Y5471_row_img.tif,0
Sec24X4612Y5377_row_img.tif,1
Sec134X3116Y3063_row_img.tif,2
Sec215X9031Y6194_row_img.tif,3
Sec149X3731Y3940_row_img.tif,0
Sec146X3276Y4293_row_img.tif,1
Sec139X3837Y4806_row_img.tif,2
Sec262X7665Y4033_row_img.tif,3
Sec170X8247Y239_row_img.tif,0
Sec153X522Y7296_row_img.tif,1
Sec136X3686Y4072_row_img.tif,2
Sec136X2583Y2933_row_img.tif,3
Sec125X1605Y2771_row_img.tif,0
Sec128X2783Y3321_row_img.tif,1
Sec33X3375Y5929_row_img.tif,2
Sec238X693Y6221_row_img.tif,3
Sec263X9696Y17_row_img.tif,0
Sec27X4286Y4489_row_img.tif,1
Sec125X2293Y3285_row_img.tif,2
Sec149X3670Y1413_row_img.tif,3
Sec148X4255Y5875_row_img.tif,0
Sec150X3845Y4785_row_img.tif,1
Sec129X2368Y3475_row_img.tif,2
Sec65X8721Y834_row_img.tif,3
Sec142X1625Y2988_row_img.tif,0
Sec127X2272Y4101_row_img.tif,1
Sec102X2755Y4715_row_img.tif,2
Sec130X2498Y3181_row_img.tif,3
Sec227X2387Y674_row_img.tif,0
Sec133X2996Y3456_row_img.tif,1
Sec136X3475Y5572_row_img.tif,2
Sec142X2891Y2311_row_img.tif,3
Sec252X5256Y4424_row_img.tif,0
Sec138X4228Y4677_row_img.tif,1
Sec28X684Y5226_row_img.tif,2
Sec180X10182Y1851_row_img.tif,3
Sec66X9349Y6487_row_img.tif,0
Sec107X2189Y4143_row_img.tif,1
Sec230X7335Y1907_row_img.tif,2
Sec189X1284Y7573_row_img.tif,3
Sec121X2236Y3477_row_img.tif,0
Sec142X1690Y3798_row_img.tif,1
Sec201X9567Y1014_row_img.tif,2
Sec113X2087Y4307_row_img.tif,3
Sec180X749Y3910_row_img.tif,0
Sec48X7365Y6440_row_img.tif,1
Sec153X2058Y3125_row_img.tif,2
Sec112X7377Y3882_row_img.tif,3
Sec267X458Y5845_row_img.tif,0
Sec146X3706Y4705_row_img.tif,1
Sec30X256Y482_row_img.tif,2
Sec87X7179Y4673_row_img.tif,3
Sec2X5898Y283_row_img.tif,0
Sec127X1832Y2422_row_img.tif,1
Sec155X614Y2425_row_img.tif,2
Sec31X1262Y3270_row_img.tif,3
Sec146X1578Y2820_row_img.tif,0
Sec144X1994Y3021_row_img.tif,1
Sec45X246Y6116_row_img.tif,2
Sec150X3517Y5746_row_img.tif,3
Sec226X7270Y4256_row_img.tif,0
Sec143X2390Y7296_row_img.tif,1
Sec183X2650Y3109_row_img.tif,2
Sec128X2816Y2316_row_img.tif,3
Sec132X1614Y3762_row_img.tif,0
Sec128X5226Y4796_row_img.tif,1
Sec127X2410Y3362_row_img.tif,2
Sec202X1625Y1639_row_img.tif,3
Sec252X9770Y6794_row_img.tif,0
Sec228X5256Y6698_row_img.tif,1
Sec243X2630Y6609_row_img.tif,2
Sec139X2690Y2930_row_img.tif,3
Sec227X4351Y6106_row_img.tif,0
Sec124X2774Y2711_row_img.tif,1
Sec129X2405Y3312_row_img.tif,2
Sec132X6277Y7577_row_img.tif,3
Sec139X850Y3658_row_img.tif,0
Sec129X2196Y3081_row_img.tif,1
Sec134X3592Y4550_row_img.tif,2
Sec144X3303Y4566_row_img.tif,3
Sec132X2281Y2135_row_img.tif,0
Sec35X10209Y7803_row_img.tif,1
Sec246X3101Y7071_row_img.tif,2
Sec130X1986Y3223_row_img.tif,3
Sec161X8898Y5944_row_img.tif,0
Sec148X10566Y5729_row_img.tif,1
Sec54X9187Y7025_row_img.tif,2
Sec7X6388Y3615_row_img.tif,3
Sec195X2200Y4387_row_img.tif,0
Sec123X2918Y4404_row_img.tif,1
Sec128X2712Y4902_row_img.tif,2
Sec142X3898Y4502_row_img.tif,3
Sec39X7508Y4658_row_img.tif,0
Sec128X2653Y2961_row_img.tif,1
Sec151X10577Y7527_row_img.tif,2
Sec130X3176Y3192_row_img.tif,3
Sec142X5971Y2718_row_img.tif,0
